List of Files in Test Directory with Pos and Neg Score based on Model File

Total Test Files ->200

FILENAME		                POS_SCORE		   NEG_SCORE
textcat/test\20488.txt		      -13679.4049999		-13682.2996082
textcat/test\20929.txt		      -10891.8062074		-10850.1194049
textcat/test\21103.txt		       -8072.7322379		-8082.55125761
textcat/test\21565.txt		      -11094.9354336		-11036.1975761
textcat/test\21695.txt		      -11707.1311782		-11608.5515314
textcat/test\21821.txt		      -10162.2836765		-10188.6034172
textcat/test\21930.txt		      -8181.25074073		-8140.75030807
textcat/test\22192.txt		      -9010.85387382		-9009.5100952
textcat/test\22209.txt		      -5977.46747526		-5910.06568278
textcat/test\22488.txt		      -5011.70635205		-5005.26852257
textcat/test\22928.txt		      -11025.9583894		-11012.8548663
textcat/test\22941.txt		      -6926.04183222		-6916.71972592
textcat/test\23113.txt		      -18869.8958663		-18749.9446346
textcat/test\23547.txt		      -6679.33685988		-6630.64156527
textcat/test\23776.txt		      -11245.5927657		-11266.6478388
textcat/test\23841.txt		      -21418.2807078		-21409.5276725
textcat/test\24218.txt		      -9122.08221555		-9123.08604008
textcat/test\24219.txt		      -7089.06498246		-7049.40530471
textcat/test\24303.txt		      -5885.43153197		-5880.44502942
textcat/test\24353.txt		      -5864.57028739		-5845.63551836
textcat/test\24606.txt		       -5439.5769579		-5442.88710061
textcat/test\24953.txt		      -19235.6868973		-19183.6912987
textcat/test\24977.txt		      -11176.3855331		-11100.8486901
textcat/test\25001.txt		      -12996.2252482		-12978.1791354
textcat/test\25240.txt		      -8556.80614493		-8516.10050953
textcat/test\25413.txt		      -11509.6048948		-11457.3402874
textcat/test\25663.txt		      -2887.23690979		-2876.98876076
textcat/test\25870.txt		       -7857.6509518		-7800.38596464
textcat/test\26071.txt		       -7630.0502083		-7630.78971086
textcat/test\26154.txt		      -5260.29324057		-5230.31841244
textcat/test\26375.txt		      -9843.38973826		-9793.47710179
textcat/test\26417.txt		      -7374.26925225		-7364.24837764
textcat/test\26688.txt		       -8952.5984216		-8912.46187213
textcat/test\26837.txt		      -10054.8125136		-10039.2227398
textcat/test\2693.txt		      -6755.88151187		-6728.66398797
textcat/test\27080.txt		      -8010.14787501		-7997.1488486
textcat/test\2856.txt		       -5974.1784359		-5943.8768672
textcat/test\28671.txt		      -9575.17114987		-9519.45886055
textcat/test\28742.txt		      -4106.13044798		-4092.79528131
textcat/test\28832.txt		      -8277.78867651		-8281.5820155
textcat/test\28877.txt		      -7711.32921001		-7701.75954328
textcat/test\28965.txt		      -8197.38106645		-8175.65920932
textcat/test\29007.txt		      -12078.0167232		-12070.6758611
textcat/test\29114.txt		      -11016.6388817		-11018.3979282
textcat/test\29127.txt		      -5727.67862605		-5724.46742931
textcat/test\29252.txt		      -11255.8941378		-11227.4502052
textcat/test\29397.txt		      -7208.73381634		-7182.4610011
textcat/test\29423.txt		      -4039.01849784		-4006.44907702
textcat/test\29484.txt		      -8778.41734497		-8734.51974178
textcat/test\29540.txt		      -7698.42792953		-7704.52033399
textcat/test\29565.txt		      -3734.50059531		-3723.38404117
textcat/test\29622.txt		      -7188.98591099		-7180.78073376
textcat/test\29715.txt		       -8790.1968859		-8790.19704788
textcat/test\29737.txt		      -8784.57873124		-8791.41521161
textcat/test\3193.txt		      -8951.91963183		-8912.91616776
textcat/test\3541.txt		      -9229.03899235		-9201.07408643
textcat/test\4776.txt		       -6235.3530859		-6216.60007192
textcat/test\4938.txt		      -5725.58131143		-5706.95048551
textcat/test\5046.txt		      -14574.1742206		-14573.2094475
textcat/test\5152.txt		      -5567.35385345		-5545.21810066
textcat/test\5562.txt		      -14685.2812658		-14611.8345932
textcat/test\5578.txt		       -4428.3252991		-4426.03151749
textcat/test\5626.txt		      -8243.41542637		-8221.44307556
textcat/test\5674.txt		      -6866.56409243		-6873.82516613
textcat/test\5682.txt		      -7125.35852592		-7097.47628886
textcat/test\5788.txt		      -15994.3363092		-15986.5171199
textcat/test\5794.txt		      -7735.39437361		-7683.83733953
textcat/test\5964.txt		      -9088.40627741		-9054.14767121
textcat/test\6021.txt		      -12353.3762956		-12313.9683459
textcat/test\6359.txt		      -8847.61739281		-8841.0897522
textcat/test\6836.txt		       -11931.437431		-11954.0995345
textcat/test\6895.txt		      -10263.4456317		-10225.5261664
textcat/test\6965.txt		      -2639.72663582		-2645.68075616
textcat/test\7078.txt		       -7114.1684142		-7061.34081178
textcat/test\7208.txt		      -10132.8842107		-10116.149475
textcat/test\7394.txt		      -9678.19119637		-9628.13093489
textcat/test\8737.txt		      -6598.22894373		-6582.67494583
textcat/test\8841.txt		      -6544.26852601		-6532.96281621
textcat/test\8969.txt		      -10117.4565452		-10120.4156674
textcat/test\9059.txt		      -5653.02832408		-5629.49473611
textcat/test\9168.txt		      -15796.6410513		-15800.9349185
textcat/test\9342.txt		      -7282.67421145		-7251.18371424
textcat/test\9459.txt		      -6256.26915826		-6221.38428141
textcat/test\9478.txt		       -15366.074573		-15279.7585926
textcat/test\9803.txt		      -7089.67055706		-7075.61623326
textcat/test\9811.txt		      -7781.87623023		-7751.94504742
textcat/test\9813.txt		      -7859.86013324		-7821.99957044
textcat/test\9816.txt		      -6600.54222504		-6574.65191108
textcat/test\9960.txt		      -7700.36101096		-7675.14809276
textcat/test\9973.txt		      -5210.48292997		-5190.75303288
Below is the segregated list of Positive and Negative files from Test Directory

Positive Files with Count ->44
textcat/test\10267.txt
textcat/test\10331.txt
textcat/test\10583.txt
textcat/test\10681.txt
textcat/test\10926.txt
textcat/test\10981.txt
textcat/test\11051.txt
textcat/test\11491.txt
textcat/test\11592.txt
textcat/test\11609.txt
textcat/test\11934.txt
textcat/test\12162.txt
textcat/test\12256.txt
textcat/test\13250.txt
textcat/test\13527.txt
textcat/test\14111.txt
textcat/test\15467.txt
textcat/test\15954.txt
textcat/test\16380.txt
textcat/test\17059.txt
textcat/test\17082.txt
textcat/test\17563.txt
textcat/test\17705.txt
textcat/test\17822.txt
textcat/test\18450.txt
textcat/test\18658.txt
textcat/test\18740.txt
textcat/test\20488.txt
textcat/test\21103.txt
textcat/test\21821.txt
textcat/test\23776.txt
textcat/test\24218.txt
textcat/test\24606.txt
textcat/test\26071.txt
textcat/test\28832.txt
textcat/test\29114.txt
textcat/test\29540.txt
textcat/test\29715.txt
textcat/test\29737.txt
textcat/test\5674.txt
textcat/test\6836.txt
textcat/test\6965.txt
textcat/test\8969.txt
textcat/test\9168.txt


Negative Files with Count ->156
textcat/test\10066.txt
textcat/test\10073.txt
textcat/test\10171.txt
textcat/test\10185.txt
textcat/test\10220.txt
textcat/test\10246.txt
textcat/test\10601.txt
textcat/test\10706.txt
textcat/test\10718.txt
textcat/test\10724.txt
textcat/test\10800.txt
textcat/test\10874.txt
textcat/test\10953.txt
textcat/test\11017.txt
textcat/test\11247.txt
textcat/test\11316.txt
textcat/test\11471.txt
textcat/test\11591.txt
textcat/test\11790.txt
textcat/test\11816.txt
textcat/test\11851.txt
textcat/test\11920.txt
textcat/test\11951.txt
textcat/test\11962.txt
textcat/test\12160.txt
textcat/test\12270.txt
textcat/test\12332.txt
textcat/test\12350.txt
textcat/test\12443.txt
textcat/test\12447.txt
textcat/test\12547.txt
textcat/test\12747.txt
textcat/test\12767.txt
textcat/test\12806.txt
textcat/test\13012.txt
textcat/test\13020.txt
textcat/test\13106.txt
textcat/test\13217.txt
textcat/test\13229.txt
textcat/test\13401.txt
textcat/test\13475.txt
textcat/test\13478.txt
textcat/test\13521.txt
textcat/test\13988.txt
textcat/test\14006.txt
textcat/test\14611.txt
textcat/test\14636.txt
textcat/test\14760.txt
textcat/test\14854.txt
textcat/test\14949.txt
textcat/test\14989.txt
textcat/test\15042.txt
textcat/test\15092.txt
textcat/test\15691.txt
textcat/test\15824.txt
textcat/test\16009.txt
textcat/test\16218.txt
textcat/test\16679.txt
textcat/test\16908.txt
textcat/test\17034.txt
textcat/test\17297.txt
textcat/test\17473.txt
textcat/test\17779.txt
textcat/test\18155.txt
textcat/test\1841.txt
textcat/test\18471.txt
textcat/test\18509.txt
textcat/test\18628.txt
textcat/test\18645.txt
textcat/test\18783.txt
textcat/test\18921.txt
textcat/test\18935.txt
textcat/test\18981.txt
textcat/test\19027.txt
textcat/test\19532.txt
textcat/test\19932.txt
textcat/test\19973.txt
textcat/test\20084.txt
textcat/test\20112.txt
textcat/test\20168.txt
textcat/test\20260.txt
textcat/test\2029.txt
textcat/test\20426.txt
textcat/test\20929.txt
textcat/test\21565.txt
textcat/test\21695.txt
textcat/test\21930.txt
textcat/test\22192.txt
textcat/test\22209.txt
textcat/test\22488.txt
textcat/test\22928.txt
textcat/test\22941.txt
textcat/test\23113.txt
textcat/test\23547.txt
textcat/test\23841.txt
textcat/test\24219.txt
textcat/test\24303.txt
textcat/test\24353.txt
textcat/test\24953.txt
textcat/test\24977.txt
textcat/test\25001.txt
textcat/test\25240.txt
textcat/test\25413.txt
textcat/test\25663.txt
textcat/test\25870.txt
textcat/test\26154.txt
textcat/test\26375.txt
textcat/test\26417.txt
textcat/test\26688.txt
textcat/test\26837.txt
textcat/test\2693.txt
textcat/test\27080.txt
textcat/test\2856.txt
textcat/test\28671.txt
textcat/test\28742.txt
textcat/test\28877.txt
textcat/test\28965.txt
textcat/test\29007.txt
textcat/test\29127.txt
textcat/test\29252.txt
textcat/test\29397.txt
textcat/test\29423.txt
textcat/test\29484.txt
textcat/test\29565.txt
textcat/test\29622.txt
textcat/test\3193.txt
textcat/test\3541.txt
textcat/test\4776.txt
textcat/test\4938.txt
textcat/test\5046.txt
textcat/test\5152.txt
textcat/test\5562.txt
textcat/test\5578.txt
textcat/test\5626.txt
textcat/test\5682.txt
textcat/test\5788.txt
textcat/test\5794.txt
textcat/test\5964.txt
textcat/test\6021.txt
textcat/test\6359.txt
textcat/test\6895.txt
textcat/test\7078.txt
textcat/test\7208.txt
textcat/test\7394.txt
textcat/test\8737.txt
textcat/test\8841.txt
textcat/test\9059.txt
textcat/test\9342.txt
textcat/test\9459.txt
textcat/test\9478.txt
textcat/test\9803.txt
textcat/test\9811.txt
textcat/test\9813.txt
textcat/test\9816.txt
textcat/test\9960.txt
textcat/test\9973.txt
