List of Files in Test Directory with Pos and Neg Score based on Model File

Total Test Files ->200

FILENAME		                POS_SCORE		   NEG_SCORE
textcat/test\22941.txt		      -3138.22057863		-3180.39801395
textcat/test\23113.txt		      -9064.28219832		-8904.20511676
textcat/test\23547.txt		      -3324.85750814		-3251.42791987
textcat/test\23776.txt		      -5407.33640439		-5527.35378898
textcat/test\23841.txt		      -9784.24019954		-9912.10032453
textcat/test\24218.txt		      -4123.47978992		-4171.87681757
textcat/test\24219.txt		      -3642.62163994		-3607.23543713
textcat/test\24303.txt		       -2684.1108025		-2684.05018022
textcat/test\24353.txt		      -2890.57237084		-2905.69045471
textcat/test\24606.txt		      -2504.10966309		-2543.33894713
textcat/test\24953.txt		      -8970.75810766		-8923.80312178
textcat/test\24977.txt		      -5373.33461277		-5341.50778546
textcat/test\25001.txt		      -5885.43844815		-5923.18851438
textcat/test\25240.txt		      -4269.11236908		-4182.93641864
textcat/test\25413.txt		      -5305.49804037		-5228.78441188
textcat/test\25663.txt		       -1333.4976938		-1332.53323892
textcat/test\25870.txt		      -3821.08439247		-3723.08576765
textcat/test\26071.txt		      -3536.02244727		-3539.76727672
textcat/test\26154.txt		       -2678.2938547		-2654.1579363
textcat/test\26375.txt		       -4379.0250014		-4382.30346201
textcat/test\26417.txt		      -3512.03845601		-3522.40766913
textcat/test\26688.txt		      -4466.13906771		-4430.64544013
textcat/test\26837.txt		      -4776.45053262		-4811.11276956
textcat/test\2693.txt		      -3195.15486857		-3166.16394172
textcat/test\27080.txt		      -3655.17732899		-3635.43823181
textcat/test\2856.txt		      -2785.94389264		-2750.27270947
textcat/test\28671.txt		      -4401.73787865		-4395.5945973
textcat/test\28742.txt		       -1964.9596257		-1948.69239038
textcat/test\28832.txt		       -4038.7931061		-4079.81175024
textcat/test\28877.txt		      -3735.75532003		-3722.94248115
textcat/test\28965.txt		      -3794.12476807		-3790.47746886
textcat/test\29007.txt		      -5845.01679534		-5850.8231662
textcat/test\29114.txt		      -5298.09906474		-5383.8201926
textcat/test\29127.txt		      -2589.37958795		-2586.68594072
textcat/test\29252.txt		      -5428.97503097		-5453.27948652
textcat/test\29397.txt		      -3325.59119304		-3292.12652685
textcat/test\29423.txt		       -1958.1493595		-1887.3093567
textcat/test\29484.txt		      -4131.61515914		-4092.06857321
textcat/test\29540.txt		      -3579.34615403		-3606.29910681
textcat/test\29565.txt		      -1757.00484463		-1746.29838627
textcat/test\29622.txt		      -3455.03999076		-3515.32564495
textcat/test\29715.txt		      -4117.05244947		-4107.40309289
textcat/test\29737.txt		      -4306.11334497		-4347.19145789
textcat/test\3193.txt		      -4145.20890141		-4146.98124096
textcat/test\3541.txt		      -4707.90311851		-4748.57364578
textcat/test\4776.txt		      -3036.20085696		-2988.15166141
textcat/test\4938.txt		      -2647.63022521		-2684.08223114
textcat/test\5046.txt		       -7097.2684368		-7214.09056979
textcat/test\5152.txt		      -2561.96908258		-2552.76653438
textcat/test\5562.txt		      -6473.08571903		-6451.77389392
textcat/test\5578.txt		      -2203.24060281		-2175.93953722
textcat/test\5626.txt		      -3855.68090602		-3859.02216597
textcat/test\5674.txt		      -3235.47881296		-3257.27249448
textcat/test\5682.txt		      -3188.57276645		-3235.68999469
textcat/test\5788.txt		      -7408.70034474		-7480.72422415
textcat/test\5794.txt		      -3595.60469236		-3592.21022908
textcat/test\5964.txt		      -4365.77493873		-4340.92220889
textcat/test\6021.txt		      -5827.66710982		-5782.29014892
textcat/test\6359.txt		      -3955.04221335		-3994.52360989
textcat/test\6836.txt		      -5407.60029165		-5493.06417898
textcat/test\6895.txt		      -5040.71193212		-5052.08329619
textcat/test\6965.txt		      -1323.83146706		-1324.42152208
textcat/test\7078.txt		      -3174.05637212		-3128.80262642
textcat/test\7208.txt		      -4986.66365719		-5005.31801591
textcat/test\7394.txt		      -4555.78564164		-4467.98244206
textcat/test\8737.txt		      -3081.71304548		-3102.19517477
textcat/test\8841.txt		      -2932.15898714		-2905.27480544
textcat/test\8969.txt		      -4732.89276118		-4818.43635797
textcat/test\9059.txt		      -2715.06593098		-2706.28333979
textcat/test\9168.txt		      -7537.78841529		-7539.02740163
textcat/test\9342.txt		      -3482.38188282		-3480.79591579
textcat/test\9459.txt		      -2934.80550827		-2891.53778488
textcat/test\9478.txt		      -7439.26420171		-7251.51425424
textcat/test\9803.txt		      -3365.93402189		-3406.27563806
textcat/test\9811.txt		      -3807.14557845		-3816.50024777
textcat/test\9813.txt		      -3695.58295312		-3654.0766868
textcat/test\9816.txt		      -3130.53184034		-3109.18361597
textcat/test\9960.txt		      -3742.74174627		-3747.4144233
textcat/test\9973.txt		       -2336.8332114		-2346.15067019
Below is the segregated list of Positive and Negative files from Test Directory

Positive Files with Count ->99
textcat/test\10066.txt
textcat/test\10220.txt
textcat/test\10246.txt
textcat/test\10267.txt
textcat/test\10331.txt
textcat/test\10583.txt
textcat/test\10681.txt
textcat/test\10718.txt
textcat/test\10724.txt
textcat/test\10874.txt
textcat/test\10926.txt
textcat/test\10953.txt
textcat/test\10981.txt
textcat/test\11051.txt
textcat/test\11491.txt
textcat/test\11591.txt
textcat/test\11592.txt
textcat/test\11609.txt
textcat/test\12160.txt
textcat/test\12162.txt
textcat/test\12256.txt
textcat/test\12350.txt
textcat/test\12747.txt
textcat/test\12767.txt
textcat/test\13106.txt
textcat/test\13250.txt
textcat/test\13475.txt
textcat/test\13521.txt
textcat/test\14111.txt
textcat/test\14611.txt
textcat/test\14989.txt
textcat/test\15467.txt
textcat/test\15954.txt
textcat/test\16009.txt
textcat/test\16380.txt
textcat/test\16908.txt
textcat/test\17059.txt
textcat/test\17082.txt
textcat/test\17563.txt
textcat/test\17705.txt
textcat/test\17822.txt
textcat/test\18450.txt
textcat/test\18471.txt
textcat/test\18509.txt
textcat/test\18628.txt
textcat/test\18645.txt
textcat/test\18658.txt
textcat/test\18740.txt
textcat/test\18783.txt
textcat/test\18921.txt
textcat/test\18981.txt
textcat/test\19027.txt
textcat/test\19932.txt
textcat/test\19973.txt
textcat/test\20112.txt
textcat/test\20488.txt
textcat/test\21103.txt
textcat/test\21821.txt
textcat/test\22192.txt
textcat/test\22488.txt
textcat/test\22928.txt
textcat/test\22941.txt
textcat/test\23776.txt
textcat/test\23841.txt
textcat/test\24218.txt
textcat/test\24353.txt
textcat/test\24606.txt
textcat/test\25001.txt
textcat/test\26071.txt
textcat/test\26375.txt
textcat/test\26417.txt
textcat/test\26837.txt
textcat/test\28832.txt
textcat/test\29007.txt
textcat/test\29114.txt
textcat/test\29252.txt
textcat/test\29540.txt
textcat/test\29622.txt
textcat/test\29737.txt
textcat/test\3193.txt
textcat/test\3541.txt
textcat/test\4938.txt
textcat/test\5046.txt
textcat/test\5626.txt
textcat/test\5674.txt
textcat/test\5682.txt
textcat/test\5788.txt
textcat/test\6359.txt
textcat/test\6836.txt
textcat/test\6895.txt
textcat/test\6965.txt
textcat/test\7208.txt
textcat/test\8737.txt
textcat/test\8969.txt
textcat/test\9168.txt
textcat/test\9803.txt
textcat/test\9811.txt
textcat/test\9960.txt
textcat/test\9973.txt


Negative Files with Count ->101
textcat/test\10073.txt
textcat/test\10171.txt
textcat/test\10185.txt
textcat/test\10601.txt
textcat/test\10706.txt
textcat/test\10800.txt
textcat/test\11017.txt
textcat/test\11247.txt
textcat/test\11316.txt
textcat/test\11471.txt
textcat/test\11790.txt
textcat/test\11816.txt
textcat/test\11851.txt
textcat/test\11920.txt
textcat/test\11934.txt
textcat/test\11951.txt
textcat/test\11962.txt
textcat/test\12270.txt
textcat/test\12332.txt
textcat/test\12443.txt
textcat/test\12447.txt
textcat/test\12547.txt
textcat/test\12806.txt
textcat/test\13012.txt
textcat/test\13020.txt
textcat/test\13217.txt
textcat/test\13229.txt
textcat/test\13401.txt
textcat/test\13478.txt
textcat/test\13527.txt
textcat/test\13988.txt
textcat/test\14006.txt
textcat/test\14636.txt
textcat/test\14760.txt
textcat/test\14854.txt
textcat/test\14949.txt
textcat/test\15042.txt
textcat/test\15092.txt
textcat/test\15691.txt
textcat/test\15824.txt
textcat/test\16218.txt
textcat/test\16679.txt
textcat/test\17034.txt
textcat/test\17297.txt
textcat/test\17473.txt
textcat/test\17779.txt
textcat/test\18155.txt
textcat/test\1841.txt
textcat/test\18935.txt
textcat/test\19532.txt
textcat/test\20084.txt
textcat/test\20168.txt
textcat/test\20260.txt
textcat/test\2029.txt
textcat/test\20426.txt
textcat/test\20929.txt
textcat/test\21565.txt
textcat/test\21695.txt
textcat/test\21930.txt
textcat/test\22209.txt
textcat/test\23113.txt
textcat/test\23547.txt
textcat/test\24219.txt
textcat/test\24303.txt
textcat/test\24953.txt
textcat/test\24977.txt
textcat/test\25240.txt
textcat/test\25413.txt
textcat/test\25663.txt
textcat/test\25870.txt
textcat/test\26154.txt
textcat/test\26688.txt
textcat/test\2693.txt
textcat/test\27080.txt
textcat/test\2856.txt
textcat/test\28671.txt
textcat/test\28742.txt
textcat/test\28877.txt
textcat/test\28965.txt
textcat/test\29127.txt
textcat/test\29397.txt
textcat/test\29423.txt
textcat/test\29484.txt
textcat/test\29565.txt
textcat/test\29715.txt
textcat/test\4776.txt
textcat/test\5152.txt
textcat/test\5562.txt
textcat/test\5578.txt
textcat/test\5794.txt
textcat/test\5964.txt
textcat/test\6021.txt
textcat/test\7078.txt
textcat/test\7394.txt
textcat/test\8841.txt
textcat/test\9059.txt
textcat/test\9342.txt
textcat/test\9459.txt
textcat/test\9478.txt
textcat/test\9813.txt
textcat/test\9816.txt
